48854.4117   7.324
48854.4546   7.396
48856.3973   7.709
48856.4647   7.652
48856.4955   7.643
48857.3295   7.736
48857.5016   8.112
48858.2250   8.064
48858.3009   8.049
48858.3521   8.029
48858.3740   7.997
48858.4002   7.953
48858.4522   7.805
48858.5024   7.573
48859.2848   7.790
48859.4178   7.886
48859.5043   7.916
48860.2257   8.039
48860.2853   8.004
48860.3572   7.897
48860.3586   7.887
48860.4656   7.717
48860.4765   7.725
48860.4991   7.683
48861.3602   7.734
48862.3289   8.012
48862.3452   7.981
48862.3710   8.003
48862.4381   8.002
48862.4964   8.004
48863.3303   7.481
48863.5035   7.641
48870.2672   7.950
48870.3136   7.964
48870.3371   7.970
48870.3883   8.007
48870.4015   7.982
48870.4049   7.988
48870.4654   8.012
48870.4808   7.993
48870.5108   8.014
48871.3151   7.608
48871.4313   7.579
48872.1772   7.709
48872.2232   7.734
48872.3038   7.761
48872.3276   7.768
48872.3598   7.775
48872.3865   7.792
48872.4212   7.802
48872.4303   7.793
48872.5103   7.843
48873.2476   8.004
48873.4224   7.908
48874.1777   7.651
48874.2436   7.695
48874.2623   7.718
48874.3052   7.750
48874.3401   7.787
48874.4083   7.835
48874.4205   7.843
48874.5156   7.893
48875.2144   8.107
48875.3122   8.053
48875.3547   7.981
48875.3951   7.898
48875.4326   7.808
48875.4506   7.773
48875.5095   7.565
48876.2130   7.728
48876.2160   7.761
48876.2813   7.794
48876.3184   7.799
48876.3190   7.790
48876.3476   7.803
48876.4127   7.825
48876.4285   7.826
48876.5207   7.859
48877.1882   7.967
48877.2269   7.952
48877.2595   7.970
48877.2965   7.975
48877.3513   7.965
48877.4147   7.943
48877.4536   7.931
48877.5163   7.930
48878.1814   7.384
48878.2010   7.377
48878.2952   7.418
48878.3329   7.449
48878.3670   7.490
48878.4161   7.528
48879.1803   7.999
48879.2964   8.036
48879.3470   8.053
48879.3594   8.051
48879.3673   8.054
48879.4015   8.076
48879.4397   8.075
48879.5183   8.092
48880.1787   7.383
48880.1897   7.378
48880.2260   7.439
48880.2460   7.442
48880.2754   7.484
48880.2845   7.485
48880.3134   7.519
48880.3330   7.549
48880.3571   7.557
48880.3875   7.605
48880.4200   7.631
48880.4214   7.623
48880.5171   7.706
48881.1671   7.981
48881.1846   8.000
48881.2376   7.988
48881.2653   8.004
48881.3403   8.059
48881.3974   8.030
48881.4112   8.033
48881.4624   8.029
48881.5108   8.047
48882.1574   7.604
48882.1911   7.598
48882.2161   7.609
48882.2414   7.579
48882.2762   7.585
48882.3108   7.583
48882.3174   7.599
48882.3626   7.587
48882.4071   7.601
48882.4191   7.609
48882.4359   7.606
48883.1490   7.809
48883.2274   7.848
48883.2673   7.863
48883.3045   7.875
48883.3588   7.897
48883.3921   7.916
48883.4009   7.898
48883.4374   7.949
48883.5162   7.949
48884.1569   7.816
48884.2041   7.658
48884.2425   7.648
48885.1972   7.909
48885.2027   7.903
48885.2397   7.966
48885.2693   7.982
48885.3399   7.980
48885.3996   8.004
48885.4328   8.015
48885.5232   8.050
48886.1578   7.709
48886.1993   7.581
48886.2497   7.461
48886.2587   7.453
48886.2665   7.434
48886.2843   7.407
48886.2940   7.419
48886.2974   7.403
48886.3103   7.403
48886.3245   7.396
48886.3462   7.382
48886.3716   7.400
48886.3914   7.409
48886.4139   7.437
48886.4293   7.424
48886.5186   7.493
48887.2333   7.843
48887.2818   7.838
48887.2859   7.835
48887.3164   7.851
48888.1451   7.959
48888.1967   7.940
48888.2352   7.945
48888.2658   7.932
48888.2892   7.933
48888.3089   7.915
48888.3355   7.904
48888.3675   7.884
48888.3721   7.882
48888.3854   7.866
48888.4189   7.851
48888.5246   7.728
48889.1435   7.539
48889.2055   7.612
48889.2417   7.641
48889.2606   7.666
48889.2695   7.665
48889.3035   7.675
48889.3422   7.711
48890.1481   8.086
48890.1851   8.098
48890.2201   8.109
48890.2485   8.099
48890.2707   8.101
48890.3084   8.094
48890.3484   8.074
48890.3632   8.065
48890.3739   8.051
48890.3795   8.035
48890.3932   8.022
48890.4035   8.012
48890.4133   7.985
48890.5237   7.573
48891.1413   7.684
48891.1818   7.700
48891.2115   7.730
48891.2189   7.730
48891.2440   7.729
48891.2816   7.776
48891.3129   7.779
48891.3247   7.806
48891.3616   7.835
48891.3772   7.834
48891.4177   7.855
48891.4470   7.863
48891.5267   7.918
48892.1398   8.009
48892.1970   8.012
48892.2365   7.999
48892.2616   7.999
48892.2997   8.023
48892.3314   8.016
48893.1473   7.566
48893.1865   7.574
48893.2270   7.564
48893.2409   7.546
48893.2463   7.545
48893.2542   7.545
48893.2588   7.550
48893.2685   7.561
48893.2752   7.556
48893.2823   7.554
48893.2868   7.561
48893.3080   7.562
48893.3150   7.559
48893.3322   7.589
48893.3335   7.560
48893.3393   7.561
48893.3540   7.572
48893.3603   7.567
48893.3725   7.577
48893.3786   7.578
48893.4155   7.586
48893.4247   7.605
48894.1372   7.938
48894.1790   7.974
48894.2066   7.966
48894.2209   7.966
48894.2459   7.979
48894.2621   7.974
48894.2732   7.977
48894.2850   7.994
48894.2940   7.989
48894.2945   7.995
48894.3135   8.014
48894.3217   8.034
48894.3352   8.028
48894.3460   8.052
49199.4587   7.824
49201.4275   7.681
49202.3738   7.970
49202.4582   7.982
49203.3170   7.294
49203.4053   7.407
49203.4635   7.470
49204.3068   8.029
49204.3917   8.050
49204.4688   8.059
49205.3160   7.492
49205.3994   7.560
49205.4651   7.610
49206.3392   7.915
49207.3247   7.659
49207.4061   7.540
49207.4692   7.459
49208.4036   7.934
49208.4685   7.941
49209.3728   7.195
49210.3410   7.933
49210.4273   7.955
49211.3143   7.756
49211.4567   7.641
49212.3348   7.698
49212.4531   7.742
49218.3364   7.326
49219.2904   8.003
49219.3935   8.032
49219.4960   8.069
49220.2852   7.353
49220.4262   7.521
49221.3362   7.982
49221.4357   7.999
49221.4958   8.009
49222.2874   7.627
49222.4131   7.608
49222.4993   7.587
49224.2996   7.789
49224.4228   7.178
49225.2659   7.876
49225.4146   7.948
49225.4976   7.984
49226.2677   7.767
49226.4096   7.492
49226.4975   7.450
49227.2613   7.785
49227.4113   7.819
49227.5031   7.831
49228.2699   7.975
49228.4252   7.951
49228.5009   7.918
49229.2607   7.556
49229.4226   7.697
49229.5009   7.758
49230.2657   8.091
49230.4017   8.112
49230.4995   8.056
49231.2656   7.651
49231.4090   7.768
49231.4989   7.821
49232.2514   7.996
49232.4005   7.979
49232.4991   7.940
49233.2564   7.526
49233.4038   7.519
49234.2528   7.942
49234.4191   8.009
49234.4986   8.043
49235.2473   7.165
49235.4187   7.423
49235.5030   7.518
49236.2306   7.996
49236.4180   8.025
49236.5038   8.044
49237.2246   7.515
49237.4086   7.574
49238.2822   7.823
49238.4102   7.869
49239.2181   7.912
49239.4039   7.554
49239.5115   7.232
49240.2295   7.806
49240.3416   7.881
49240.5125   7.967
49241.2317   7.933
49241.3623   7.478
49241.5133   7.278
49242.3301   7.877
49242.4162   7.892
49243.2117   7.937
49243.3614   7.880
49244.2354   7.525
49244.3904   7.632
49244.5094   7.703
49245.2323   8.052
49245.3672   8.072
49298.1402   7.924
49298.2965   8.095
49617.3238   8.082
49617.3623   8.041
49618.3919   7.610
49618.4572   7.659
49619.1962   7.941
49620.3307   7.557
49620.3514   7.513
49620.3595   7.505
49620.3831   7.499
49620.4213   7.438
49620.4496   7.460
49621.1741   7.811
49621.3012   7.893
49621.3585   7.923
49621.3815   7.997
49621.4154   7.946
49621.4408   7.959
49621.5106   7.990
49622.3899   7.114
49622.4310   7.127
49622.4536   7.171
49622.4738   7.216
49622.5094   7.287
49623.1427   7.910
49623.2952   7.886
49623.3190   7.934
49623.3308   8.048
49623.3556   7.996
49623.3837   8.001
49623.4076   7.981
49623.4297   7.985
49623.4516   8.017
49623.4701   8.009
49623.4819   8.026
49623.5078   8.030
49624.1577   7.780
49624.2802   7.647
49624.3203   7.618
49624.3607   7.589
49624.3819   7.550
49624.3987   7.546
49624.4252   7.529
49624.4439   7.540
49624.4667   7.547
49624.4780   7.552
49624.4870   7.572
49624.5064   7.557
49624.5150   7.574
49625.1716   7.736
49625.2397   7.773
49625.3156   7.780
49625.3405   7.766
49625.3588   7.768
49625.3781   7.779
49625.3973   7.805
49625.4312   7.799
49625.4508   7.803
49625.4824   7.798
49625.5013   7.833
49625.5140   7.825
49626.2044   8.046
49631.1773   7.387
49631.2207   7.398
49631.2999   7.412
49631.3264   7.508
49631.3461   7.451
49631.3562   7.431
49632.1928   8.005
49632.2352   8.011
49632.2980   8.086
49632.3252   8.042
49632.3506   7.986
49632.3514   8.046
49632.3741   8.060
49632.3911   8.074
49632.3979   8.056
49632.4113   8.082
49632.4365   8.083
49632.4542   8.071
49632.4787   8.101
49632.5077   8.100
49633.1570   7.263
49633.2036   7.314
49633.2306   7.370
49633.2860   7.474
49633.3029   7.462
49633.3163   7.462
49633.3362   7.483
49633.3574   7.532
49633.3723   7.553
49633.3935   7.562
49633.4102   7.564
49633.4334   7.598
49633.4526   7.624
49633.4646   7.631
49633.4953   7.657
49634.1781   7.987
49634.2131   7.997
49634.2543   7.997
49634.2798   8.049
49634.2948   8.056
49634.3313   8.016
49634.3532   8.029
49635.3431   7.596
49635.3620   7.590
49635.3743   7.603
49635.3894   7.603
49635.4025   7.604
49635.4124   7.584
49635.4374   7.604
49635.4584   7.607
49635.4695   7.627
49635.4789   7.623
49635.4872   7.617
49635.5042   7.609
49640.2521   7.851
49640.3318   7.859
49640.3995   7.872
49641.3461   7.896
49647.3231   7.987
49647.4045   8.014
